Staff Key,faculty,school,broad_category,broad_contract_type,contract_type,contract_category,grade,gender,calc_fte,start_date,reporting_date
1013014 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,M,1,01/09/1992 00:00,31/12/2024 00:00
1010259 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,M,1,01/02/1999 00:00,31/12/2024 00:00
1020473 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,F,1,01/09/1999 00:00,31/12/2024 00:00
1020591 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,F,1,13/09/1999 00:00,31/12/2024 00:00
1030864 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,M,1,01/09/2002 00:00,31/12/2024 00:00
1030888 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,M,1,01/09/2003 00:00,31/12/2024 00:00
1030898 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,F,1,01/09/2003 00:00,31/12/2024 00:00
1000405 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,M,1,01/10/2005 00:00,31/12/2024 00:00
1080424 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,F,1,01/09/2011 00:00,31/12/2024 00:00
1070476 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,M,1,01/01/2013 00:00,31/12/2024 00:00
1140520 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,M,1,05/06/2017 00:00,31/12/2024 00:00
1000547 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,F,1,01/08/2019 00:00,31/12/2024 00:00
1010590 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,M,1,01/09/2024 00:00,31/12/2024 00:00
1020286 3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 3,M,1,01/01/2000 00:00,31/12/2024 00:00
1050403 3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 3,M,1,01/09/2005 00:00,31/12/2024 00:00
1002787 1,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent (Flex Retirement),Academic Non-Clinical,Professorial Range 1,F,0.1,01/10/1990 00:00,31/12/2024 00:00
1140536C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Research,Fixed,Fixed-term,Research,AC2,F,0.5,10/12/2025 00:00,31/12/2024 00:00
1140561C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Research,Fixed,Fixed-term,Research,AC2,F,1,01/01/2021 00:00,31/12/2024 00:00
1130570C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Research,Fixed,Fixed-term,Research,AC2,M,1,01/10/2025 00:00,31/12/2024 00:00
1130573C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Research,Fixed,Fixed-term,Research,AC2,M,1,11/07/2022 00:00,31/12/2024 00:00
1140578C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Research,Fixed,Fixed-term,Research,AC2,M,1,01/02/2023 00:00,31/12/2024 00:00
1140578C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Research,Fixed,Fixed-term,Research,AC2,F,0.8,06/03/2023 00:00,31/12/2024 00:00
1160581C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Research,Fixed,Fixed-term,Research,AC2,F,0.5,14/08/2023 00:00,31/12/2024 00:00
1150583C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Research,Fixed,Fixed-term,Research,AC2,F,1,01/10/2023 00:00,31/12/2024 00:00
1130566C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Research,Fixed,Fixed-term,Research Academic,AC3,M,1,01/08/2021 00:00,31/12/2024 00:00
1150527 1,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Fixed,Fixed-term,Academic Non-Clinical,Professorial Range 1,M,0.4,01/12/2017 00:00,31/12/2024 00:00
1160592C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Research,Fixed,Fixed-term - SPC,Research,AC2,F,0.5,01/10/2024 00:00,31/12/2024 00:00
1160592C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Research,Fixed,Fixed-term - SPC,Research,AC2,F,1,01/10/2024 00:00,31/12/2024 00:00
1160593C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Research,Fixed,Fixed-term - SPC,Research,AC2,M,1,01/10/2024 00:00,31/12/2024 00:00
1160593C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Research,Fixed,Fixed-term - SPC,Research,AC2,F,1,18/11/2024 00:00,31/12/2024 00:00
1090579C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/09/2023 00:00,31/12/2024 00:00
1120556C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Research,Fixed,Fixed-term,Research Academic,AC3,F,1,01/07/2020 00:00,31/12/2024 00:00
1130570 7,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Fixed,Fixed-term,Acad-Rel Administrative,Grade 7,F,1,24/01/2022 00:00,31/12/2024 00:00
1010594 5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Fixed,Fixed-term - SPC,Clerical,Grade 5,F,1,09/12/2024 00:00,31/12/2024 00:00
1010961 1,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Perm on temp appt,Academic Non-Clinical,Professorial Range 1,M,1,01/02/2005 00:00,31/12/2024 00:00
1090498C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/02/2015 00:00,31/12/2024 00:00
1090498C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,F,1,20/04/2015 00:00,31/12/2024 00:00
1050454 3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 3,M,1,28/04/2010 00:00,31/12/2024 00:00
1030482 3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,0.8,01/08/2013 00:00,31/12/2024 00:00
1020536 3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 3,M,0.5,04/09/2018 00:00,31/12/2024 00:00
1110569 3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,1,22/11/2021 00:00,31/12/2024 00:00
1140578 3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,1,06/02/2023 00:00,31/12/2024 00:00
1050582 3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,1,19/07/2023 00:00,31/12/2024 00:00
1140584 3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,1,16/10/2023 00:00,31/12/2024 00:00
1080585 3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,1,06/11/2023 00:00,31/12/2024 00:00
1030420 4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 4,M,0.95,01/02/2007 00:00,31/12/2024 00:00
1120489 4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,05/06/2018 00:00,31/12/2024 00:00
1100516 4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,0.5,01/01/2017 00:00,31/12/2024 00:00
1100518 4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 4,M,1,08/03/2017 00:00,31/12/2024 00:00
1020567 4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,16/08/2021 00:00,31/12/2024 00:00
1000571 4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,14/03/2022 00:00,31/12/2024 00:00
1020895 5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,0.5,25/06/2003 00:00,31/12/2024 00:00
1130934 5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,1,04/05/2004 00:00,31/12/2024 00:00
1050431 5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,0.4,14/01/2008 00:00,31/12/2024 00:00
1100477 5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,1,19/11/2012 00:00,31/12/2024 00:00
1050518 5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,0.6,03/04/2017 00:00,31/12/2024 00:00
1020520 5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,0.5,01/06/2017 00:00,31/12/2024 00:00
1010549 5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,1,10/09/2019 00:00,31/12/2024 00:00
1100425 7,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 7,F,1,01/09/2007 00:00,31/12/2024 00:00
1100486 7,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 7,M,1,22/10/2013 00:00,31/12/2024 00:00
1120549 7,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 7,F,1,09/09/2019 00:00,31/12/2024 00:00
1050284 8,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 8,M,1,28/06/1999 00:00,31/12/2024 00:00
1140524C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic Education,Fixed,Fixed-term,Academic Non-Clinical (Education),AC2,F,1,14/09/2022 00:00,31/01/2025 00:00
1160585C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic Education,Fixed,Fixed-term,Academic Non-Clinical (Education),AC2,M,0.45,20/12/2023 00:00,31/01/2025 00:00
1160585C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic Education,Fixed,Fixed-term,Academic Non-Clinical (Education),AC2,M,0.55,20/12/2023 00:00,31/01/2025 00:00
1150590C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Fixed,Fixed-term,Academic Non-Clinical,AC2,M,1,19/08/2024 00:00,31/01/2025 00:00
1160592C2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic Education,Fixed,Fixed-term,Academic Non-Clinical (Education),AC2,M,1,01/09/2024 00:00,31/01/2025 00:00
1130570C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Fixed,Fixed-term,Academic Non-Clinical,AC3,F,0.33,25/01/2022 00:00,31/01/2025 00:00
1130570C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Fixed,Fixed-term,Academic Non-Clinical,AC3,F,0.67,25/01/2022 00:00,31/01/2025 00:00
1160574C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic Education,Fixed,Fixed-term,Academic Non-Clinical (Education),AC3,M,0.45,01/09/2022 00:00,31/01/2025 00:00
1160574C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic Education,Fixed,Fixed-term,Academic Non-Clinical (Education),AC3,M,0.55,01/09/2022 00:00,31/01/2025 00:00
1030889C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,0.5,01/08/2003 00:00,31/01/2025 00:00
1020401C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/07/2005 00:00,31/01/2025 00:00
1050417C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,0.25,01/09/2006 00:00,31/01/2025 00:00
1000423C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/09/2007 00:00,31/01/2025 00:00
1000473C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/09/2012 00:00,31/01/2025 00:00
1000473C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/09/2012 00:00,31/01/2025 00:00
1150530C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,0.3,12/03/2018 00:00,31/01/2025 00:00
1150530C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,0.7,12/03/2018 00:00,31/01/2025 00:00
1010557C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,27/07/2020 00:00,31/01/2025 00:00
1110567C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,24/08/2021 00:00,31/01/2025 00:00
1150567C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/09/2021 00:00,31/01/2025 00:00
1030567C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/09/2024 00:00,31/01/2025 00:00
1140577C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,09/01/2023 00:00,31/01/2025 00:00
1120580C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/09/2023 00:00,31/01/2025 00:00
1090581C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/07/2023 00:00,31/01/2025 00:00
1140581C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/09/2023 00:00,31/01/2025 00:00
1140583C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/09/2023 00:00,31/01/2025 00:00
1010590C3,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/09/2024 00:00,31/01/2025 00:00
1013293C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,0.75,01/07/1994 00:00,31/01/2025 00:00
1030896C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/09/2003 00:00,31/01/2025 00:00
1030942C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/09/2004 00:00,31/01/2025 00:00
1020470C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,16/04/2012 00:00,31/01/2025 00:00
1000477C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,01/01/2013 00:00,31/01/2025 00:00
1010480C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/04/2013 00:00,31/01/2025 00:00
1070482C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,19/08/2013 00:00,31/01/2025 00:00
1090497C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,01/01/2015 00:00,31/01/2025 00:00
1100512C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,01/09/2016 00:00,31/01/2025 00:00
1090514C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,01/11/2016 00:00,31/01/2025 00:00
1050523C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,01/09/2017 00:00,31/01/2025 00:00
1100523C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/09/2017 00:00,31/01/2025 00:00
1120528C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,23/09/2019 00:00,31/01/2025 00:00
1110535C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,01/09/2018 00:00,31/01/2025 00:00
1120537C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,24/09/2018 00:00,31/01/2025 00:00
1100556C4,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,01/06/2020 00:00,31/01/2025 00:00
1002819C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/01/1991 00:00,31/01/2025 00:00
1020464C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/08/1999 00:00,31/01/2025 00:00
1020473C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/09/1999 00:00,31/01/2025 00:00
1030899C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/09/2003 00:00,31/01/2025 00:00
1030905C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/01/2004 00:00,31/01/2025 00:00
1010403C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/09/2008 00:00,31/01/2025 00:00
1050420C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,0.5,01/01/2007 00:00,31/01/2025 00:00
1030425C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/09/2007 00:00,31/01/2025 00:00
1070469C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/02/2012 00:00,31/01/2025 00:00
1030483C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,16/09/2013 00:00,31/01/2025 00:00
1010493C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/09/2014 00:00,31/01/2025 00:00
1090497C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/01/2015 00:00,31/01/2025 00:00
1040514C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/11/2016 00:00,31/01/2025 00:00
1090523C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,F,1,01/09/2017 00:00,31/01/2025 00:00
1080567C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,F,1,01/09/2021 00:00,31/01/2025 00:00
1070575C5,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,19/09/2022 00:00,31/01/2025 00:00
1100286 1,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/09/1999 00:00,31/01/2025 00:00
1050664 1,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/09/2000 00:00,31/01/2025 00:00
1020684 1,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/01/2001 00:00,31/01/2025 00:00
1030941 1,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,F,1,01/09/2004 00:00,31/01/2025 00:00
1050403 1,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,F,1,01/09/2005 00:00,31/01/2025 00:00
1050405 1,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/10/2005 00:00,31/01/2025 00:00
1070414 1,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/09/2006 00:00,31/01/2025 00:00
1000436 1,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/09/2008 00:00,31/01/2025 00:00
1080456 1,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,F,1,01/09/2012 00:00,31/01/2025 00:00
1080474 1,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,10/09/2012 00:00,31/01/2025 00:00
1000478 1,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/01/2013 00:00,31/01/2025 00:00
1013014 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,M,1,01/09/1992 00:00,31/01/2025 00:00
1010259 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,M,1,01/02/1999 00:00,31/01/2025 00:00
1020473 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,F,1,01/09/1999 00:00,31/01/2025 00:00
1020591 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,F,1,13/09/1999 00:00,31/01/2025 00:00
1030864 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,M,1,01/09/2002 00:00,31/01/2025 00:00
1030888 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,M,1,01/09/2003 00:00,31/01/2025 00:00
1030898 2,"Arts, Humanities and Social Sciences","School of History, Anthropology, Philosophy and Politics",Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,F,1,01/09/2003 00:00,31/01/2025 00:00
